Transaction ID,Date,Month,Quarter,Year,Region,Country,City,Business Unit,Department,Product Category,Product Name,Customer Segment,Sales Channel,Revenue,Cost of Goods Sold (COGS),Operating Expense,Marketing Expense,Discount,Tax,Profit,Profit Margin,Budget,Actual Sales
TXN-12804,2023-09-22,September,Q3,2023,Middle East & Africa,Saudi Arabia,Riyadh,Consumer Goods,Marketing,Software Services,SaaS ERP License,Mid-Market,Online Store,9474.46,1996.74,1179.76,,1077.35,868.79,3887.69,41.03,8841.92,9474.46
TXN-12805,2023-09-22,September,Q3,2023,North America,USA,San Francisco,Consumer Goods,Customer Support,Software Services,Cloud Database Engine,Enterprise,Partner Channel,22505.41,5635.58,3979.15,3789.44,3065.46,1051.74,8049.5,35.77,20172.25,22505.41
TXN-12806,2023-09-22,September,Q3,2023,Asia Pacific,Japan,Tokyo,Enterprise Solutions,Sales,Software Services,CyberShield Security,Enterprise,Online Store,17794.71,3578.05,3746.19,2172.72,1418.04,1188.29,7109.46,39.95,17136.98,17794.71
TXN-12807,2023-09-22,September,Q3,2023,North America,USA,San Francisco,Consumer Goods,Customer Support,Software Services,Cloud Database Engine,Mid-Market,Partner Channel,8360.1,1272.62,1438.23,1487.32,495.17,670.99,3490.94,41.76,8128.32,8360.1
TXN-12808,2023-09-22,September,Q3,2023,North America,Canada,Toronto,Enterprise Solutions,Marketing,Hardware Systems,Storage Array V2,Mid-Market,Direct Sales,74216.22,49119.04,7881.32,12418.59,4547.14,1512.35,3284.92,4.43,77462.1,74216.22
TXN-12809,2023-09-23,September,Q3,2023,Asia Pacific,Australia,Sydney,Digital Services,Customer Support,Software Services,CyberShield Security,Enterprise ,Direct Sales,5544.19,1259.87,807.97,937.31,179.93,567.01,1972.03,35.57,5388.73,5544.19
TXN-12810,2023-09-23,September,Q3,2023,Europe,UK,London,Digital Services,Engineering,Software Services,Cloud Database Engine,Enterprise,Partner Channel,9790.96,2186.82,1860.18,1572.63,747.07,496.09,3675.24,37.54,10455.64,9790.96
TXN-12811,2023-09-23,September,Q3,2023,Asia Pacific,Australia,Sydney,Enterprise Solutions,Sales,Electronics,UltraBook Enterprise,Mid-Market,Partner Channel,14982.12,9866.39,2915.5,2373.49,1324.96,215.66,-388.92,-2.6,14940.83,14982.12
TXN-12812,2023-09-23,September,Q3,2023,North America,USA,Chicago,Financial Services,Marketing,Hardware Systems,Storage Array V2,Enterprise,Online Store,73740.7,44429.16,10779.67,12772.72,7365.51,1942.0,3817.15,5.18,66728.39,73740.7
TXN-12813,2023-09-23,September,Q3,2023,Latin America,Colombia,Bogota,Financial Services,Sales,Software Services,SaaS ERP License,SMB,Partner Channel,47087.33,10347.07,5003.61,8288.96,1800.46,3566.74,19880.95,42.22,43659.16,47087.33
TXN-12814,2023-09-23,September,Q3,2023,North America,Canada,Toronto,Financial Services,Engineering,Software Services,SaaS ERP License,Mid-Market,Online Store,44432.24,12394.23,4778.47,8412.62,339.14,2600.89,16246.03,36.56,40289.91,44432.24
TXN-12815,2023-09-23,September,Q3,2023,North America,Canada,Toronto,Digital Services,Sales,Hardware Systems,Edge Compute Node,Consumer,Online Store,11271.21,6933.58,2301.23,2232.84,615.23,330.34,-526.78,-4.67,12215.9,11271.21
TXN-12816,2023-09-23,September,Q3,2023,North America,USA,Chicago,Financial Services,Engineering,Cloud Infrastructure,Load Balancer Cluster,SMB,Partner Channel,41423.42,17451.95,4902.02,5616.75,1297.78,3005.37,10447.33,25.22,45310.25,41423.42
TXN-12817,2023-09-23,September,Q3,2023,Europe,Netherlands,Amsterdam,Digital Services,Marketing,Electronics,4K Display Monitor,Mid-Market,Partner Channel,2688.94,1555.72,354.82,515.15,381.14,90.0,173.25,6.44,2962.47,2688.94
TXN-12818,2023-09-24,September,Q3,2023,Europe,France,Paris,Financial Services,Customer Support,Electronics,Smart Hub Pro,Mid-Market,Direct Sales,1515.79,995.4,164.93,271.26,141.5,44.71,39.49,2.61,1592.11,1515.79
TXN-12819,2023-09-24,September,Q3,2023,Middle East & Africa,UAE,Dubai,Digital Services,Operations,Software Services,AI Analytics Platform,Enterprise,Direct Sales,28422.18,6617.73,3136.67,4337.06,2216.01,2283.02,12047.7,42.39,29790.51,28422.18
TXN-12820,2023-09-24,September,Q3,2023,Asia Pacific,Japan,Tokyo,Consumer Goods,Marketing,Hardware Systems,Storage Array V2,Mid-Market,Reseller Network,50694.56,30588.03,5853.02,9473.79,3211.19,2165.2,2614.52,5.16,49836.6,50694.56
TXN-12821,2023-09-24,September,Q3,2023,North America,Canada,Toronto,Financial Services,Operations,Software Services,SaaS ERP License,Enterprise,Direct Sales,10945.97,2838.12,2086.12,1545.57,813.05,761.19,3714.97,33.94,10565.7,10945.97
TXN-12822,2023-09-24,September,Q3,2023,North America,Canada,Toronto,Financial Services,Sales,Cloud Infrastructure,Object Storage Multi-Region,SMB,Online Store,13683.92,5793.2,1728.45,2415.83,1082.53,918.51,2827.93,20.67,13589.35,13683.92
TXN-12823,2023-09-24,September,Q3,2023,Asia Pacific,India,Mumbai,Financial Services,Customer Support,Hardware Systems,Server Rack X1,SMB,Partner Channel,48668.29,28360.79,7985.52,6788.88,5354.75,2007.81,3525.29,7.24,53424.83,48668.29
TXN-12824,2023-09-24,September,Q3,2023,Europe,France,Paris,Financial Services,Marketing,Cloud Infrastructure,Object Storage Multi-Region,Enterprise,Partner Channel,49086.11,15564.75,10757.96,6025.08,2685.18,2787.99,13950.33,28.42,52653.37,49086.11
TXN-12825,2023-09-24,September,Q3,2023,North America,USA,New York,Digital Services,Sales,Electronics,4K Display Monitor,Mid-Market,Direct Sales,2344.11,1323.22,474.15,455.07,153.91,91.57,0.1,0.0,2330.73,2344.11
TXN-12826,2023-09-24,September,Q3,2023,Europe,UK,London,Consumer Goods,Sales,Electronics,4K Display Monitor,Enterprise,Online Store,13272.4,9275.07,2860.77,2426.51,1240.49,147.47,-1437.42,-10.83,14466.59,13272.4
TXN-12827,2023-09-24,September,Q3,2023,Asia Pacific,Japan,Tokyo,Financial Services,Operations,Software Services,Cloud Database Engine,Mid-Market,Reseller Network,34213.1,9949.47,6978.25,4458.38,59.8,2047.3,10779.7,31.51,37212.88,34213.1
TXN-12828,2023-09-25,September,Q3,2023,North America,USA,New York,Digital Services,Engineering,Professional Consulting,Advisory Subscription,SMB,Direct Sales,13164.73,6005.9,2422.03,2262.9,339.05,727.97,1745.93,13.26,12076.67,13164.73
TXN-12829,2023-09-25,September,Q3,2023,Europe,Germany,Frankfurt,Consumer Goods,Engineering,Hardware Systems,Server Rack X1,Enterprise,Direct Sales,60831.49,36525.67,9050.48,8732.38,3959.28,1664.67,4858.29,7.99,56761.99,60831.49
TXN-12830,2023-09-25,September,Q3,2023,Europe,Germany,Frankfurt,Digital Services,Customer Support,Software Services,AI Analytics Platform,Consumer,Partner Channel,43514.97,7272.4,6704.0,5366.05,5841.97,2796.91,21375.61,49.12,46704.67,43514.97
TXN-12831,2023-09-25,September,Q3,2023,Middle East & Africa,Saudi Arabia,Riyadh,Consumer Goods,Sales,Software Services,AI Analytics Platform,SMB,Online Store,5550.81,1487.01,653.26,865.78,235.1,589.31,1955.45,35.23,5553.62,5550.81
TXN-12832,2023-09-25,September,Q3,2023,Europe,France,Paris,Enterprise Solutions,Marketing,Software Services,Cloud Database Engine,Mid-Market,Reseller Network,10511.39,2709.62,1379.26,1614.37,659.37,1112.53,3695.61,35.16,9276.16,10511.39
TXN-12833,2023-09-25,September,Q3,2023,Europe,France,Paris,Financial Services,Engineering,Cloud Infrastructure,Dedicated Cloud Compute,Enterprise,Online Store,51462.02,16627.68,9990.63,8286.1,1086.92,3656.4,12901.21,25.07,53045.41,51462.02
TXN-12834,2023-09-25,September,Q3,2023,Asia Pacific,Singapore,Singapore,Consumer Goods,Marketing,Hardware Systems,Server Rack X1,SMB,Online Store,51097.45,32886.41,6006.42,7525.12,6543.93,1586.33,3093.17,6.05,55272.35,51097.45
TXN-12835,2023-09-25,September,Q3,2023,North America,Canada,Toronto,Consumer Goods,Marketing,Software Services,SaaS ERP License,SMB ,Direct Sales,48298.66,13241.52,7470.36,8663.79,4022.76,4560.78,14362.21,29.74,48508.57,48298.66
TXN-12836,2023-09-25,September,Q3,2023,middle east & africa,UAE,Dubai,Financial Services,Operations,Electronics,UltraBook Enterprise,Enterprise,Partner Channel,13086.18,7759.51,1395.23,2374.13,804.54,400.93,1156.38,8.84,11883.35,13086.18
TXN-12837,2023-09-25,September,Q3,2023,North America,USA,San Francisco,Consumer Goods,Engineering,Electronics,Wireless Headset Pro,Enterprise,Direct Sales,6440.25,4052.27,1183.23,954.2,100.66,184.37,66.18,1.03,6895.67,6440.25
TXN-12838,2023-09-25,September,Q3,2023,North America,USA,San Francisco,Financial Services,Sales,Professional Consulting,Implementation Services,Enterprise,Partner Channel,27025.5,11700.93,4409.71,4570.71,811.88,1031.4,5312.75,19.66,27227.66,27025.5
TXN-12839,2023-09-26,September,Q3,2023,Asia Pacific,India,Mumbai,Consumer Goods,Customer Support,Cloud Infrastructure,Object Storage Multi-Region,Mid-Market,Online Store,45615.47,16412.03,9950.01,5958.03,5057.44,2350.6,10944.8,23.99,49787.6,45615.47
TXN-12840,2023-09-26,September,Q3,2023,Asia Pacific,Australia,Sydney,Enterprise Solutions,Marketing,Electronics,4K Display Monitor,Enterprise,Direct Sales,11582.39,8185.42,1756.35,1425.38,1117.64,163.19,52.05,0.45,11727.83,11582.39
TXN-12841,2023-09-26,September,Q3,2023,Europe,France,Paris,Financial Services,Marketing,Software Services,CyberShield Security,Enterprise,Online Store,19832.8,5289.81,3101.68,3556.21,2703.67,1329.79,6555.31,33.05,22162.18,19832.8
TXN-12842,2023-09-26,September,Q3,2023,North America,USA,Chicago,Financial Services,Operations,Cloud Infrastructure,Dedicated Cloud Compute,Enterprise,Direct Sales,25445.81,9830.88,2593.38,4035.41,2388.38,1565.87,7420.27,29.16,22805.39,25445.81
TXN-12843,2023-09-26,September,Q3,2023,Asia Pacific,Singapore,Singapore,Digital Services,Customer Support,Hardware Systems,Server Rack X1,Mid-Market,Partner Channel,38281.8,25739.18,7283.16,5985.76,5181.21,798.11,-1524.41,-3.98,37643.52,38281.8
TXN-12844,2023-09-26,September,Q3,2023,Middle East & Africa,South Africa,Johannesburg,Enterprise Solutions,Operations,Software Services,CyberShield Security,SMB,Direct Sales,15699.31,2774.16,2160.53,2041.59,342.28,1697.18,7025.85,44.75,14055.63,15699.31
TXN-12845,2023-09-26,September,Q3,2023,Europe,Netherlands,Amsterdam,Digital Services,Operations,Software Services,AI Analytics Platform,Mid-Market,Direct Sales,35982.15,5414.69,6664.05,5914.99,1402.01,3833.54,14154.88,39.34,35164.17,35982.15
TXN-12846,2023-09-26,September,Q3,2023,Europe,Netherlands,Amsterdam,Financial Services,Engineering,Software Services,SaaS ERP License,Enterprise,Direct Sales,7524.91,1648.51,1224.39,1246.76,521.72,776.67,2628.58,34.93,6689.97,7524.91
TXN-12847,2023-09-26,September,Q3,2023,Asia Pacific,Singapore,Singapore,Consumer Goods,Engineering,Cloud Infrastructure,Object Storage Multi-Region,Mid-Market,Reseller Network,61834.14,26870.08,7172.45,8877.55,3804.56,4535.34,14378.72,23.25,67343.35,61834.14
TXN-12848,2023-09-26,September,Q3,2023,Asia Pacific,Japan,Tokyo,Digital Services,Sales,Software Services,CyberShield Security,Consumer,Direct Sales,30524.2,8289.98,3735.48,5688.63,2863.21,2534.05,10276.06,33.67,32445.63,30524.2
TXN-12849,2023-09-27,September,Q3,2023,North America,USA,New York,Financial Services,Operations,Hardware Systems,Network Switch 48P,Mid-Market,Direct Sales,69936.28,41444.76,12825.93,13380.87,1450.26,1357.8,926.92,1.33,68256.41,69936.28
TXN-12850,2023-09-27,September,Q3,2023,Asia Pacific,Japan,Tokyo,Enterprise Solutions,Engineering,Professional Consulting,Advisory Subscription,Enterprise,Online Store,15412.42,6205.78,1720.82,2285.63,2204.95,714.77,4485.42,29.1,14568.97,15412.42
TXN-12851,2023-09-27,September,Q3,2023,Middle East & Africa,UAE,Dubai,Enterprise Solutions,Engineering,Electronics,4K Display Monitor,SMB,Direct Sales,16451.07,9233.54,2705.46,2891.97,1356.79,496.68,1123.42,6.83,17854.41,16451.07
TXN-12852,2023-09-27,September,Q3,2023,Europe,France,Paris,Consumer Goods,Marketing,Cloud Infrastructure,Object Storage Multi-Region,Enterprise,Direct Sales,33675.19,10205.28,7375.31,5657.84,4903.37,2587.13,7849.63,23.31,30719.67,33675.19
TXN-12853,2023-09-27,September,Q3,2023,North America,USA,San Francisco,Digital Services,Sales,Software Services,AI Analytics Platform,Enterprise,Reseller Network,37916.51,9700.1,5006.47,5500.54,3799.11,3234.43,14474.97,38.18,39256.78,37916.51
TXN-12854,2023-09-27,September,Q3,2023,latin america,Colombia,Bogota,Financial Services,Operations,Professional Consulting,Implementation Services,Mid-Market,Online Store,35145.89,17002.07,5906.98,5247.79,1813.91,2187.46,4801.59,13.66,36184.01,35145.89
TXN-12855,2023-09-27,September,Q3,2023,latin america,Mexico,Mexico City,Financial Services,Customer Support,Professional Consulting,Advisory Subscription,Enterprise,Online Store,8742.47,4004.51,979.76,1396.37,1242.42,428.03,1933.8,22.12,7797.68,8742.47
TXN-12856,2023-09-27,September,Q3,2023,Asia Pacific,India,Mumbai,Digital Services,Operations,Software Services,CyberShield Security,Mid-Market,Online Store,14597.47,2843.65,1648.07,1757.87,524.34,1329.92,7017.96,48.08,15345.79,14597.47
TXN-12857,2023-09-27,September,Q3,2023,asia pacific,Japan,Tokyo,Consumer Goods,Operations,Cloud Infrastructure,Load Balancer Cluster,Mid-Market,Direct Sales,31234.64,10635.56,3313.32,5656.29,1366.64,3016.59,8612.88,27.57,34144.15,31234.64
TXN-12858,2023-09-27,September,Q3,2023,Asia Pacific,Australia,Sydney,Consumer Goods,Marketing,Software Services,SaaS ERP License,SMB,Direct Sales,5883.65,1568.2,1283.71,925.01,382.26,326.16,1780.57,30.26,6118.95,5883.65
TXN-12859,2023-09-27,September,Q3,2023,Europe,France,Paris,Financial Services,Marketing,Software Services,AI Analytics Platform,Enterprise,Partner Channel,26842.53,7422.24,3846.55,4731.69,1966.97,2199.12,8642.93,32.2,26006.31,26842.53
TXN-12860,2023-09-27,September,Q3,2023,North America,USA,San Francisco,Consumer Goods,Customer Support,Software Services,AI Analytics Platform,SMB,Partner Channel,7268.03,1863.64,860.7,1227.05,701.88,665.76,2650.88,36.47,6605.35,7268.03
TXN-12861,2023-09-27,September,Q3,2023,Europe,Germany,Frankfurt,Enterprise Solutions,Customer Support,Software Services,SaaS ERP License,Enterprise,Partner Channel,23870.93,6436.96,4352.87,3416.68,693.69,2243.07,7421.35,31.09,25812.95,23870.93
TXN-12862,2023-09-27,September,Q3,2023,Asia Pacific,India,Mumbai,Digital Services,Marketing,Electronics,Wireless Headset Pro,Consumer,Direct Sales,12275.16,7779.71,2346.83,1729.26,727.51,284.8,134.56,1.1,11157.83,12275.16
TXN-12863,2023-09-27,September,Q3,2023,Latin America,Colombia,Bogota,Digital Services,Engineering,Cloud Infrastructure,Load Balancer Cluster,Mid-Market,Partner Channel,58482.57,20815.91,11215.74,8141.15,5969.15,3350.66,14959.11,25.58,60751.89,58482.57
TXN-12864,2023-09-27,September,Q3,2023,europe,UK,London,Enterprise Solutions,Marketing,Hardware Systems,Storage Array V2,Mid-Market,Partner Channel,71151.71,39350.73,9102.33,11436.25,1577.82,2893.49,8368.91,11.76,74448.23,71151.71
TXN-12865,2023-09-28,September,Q3,2023,North America,USA,Chicago,Financial Services,Sales,Software Services,AI Analytics Platform,Enterprise,Reseller Network,8735.64,1915.12,1794.36,1620.9,617.4,709.12,2696.14,30.86,9007.58,8735.64
TXN-12866,2023-09-28,September,Q3,2023,North America,USA,New York,Enterprise Solutions,Engineering,Electronics,Wireless Headset Pro,Enterprise,Direct Sales,6705.64,4120.4,1062.62,897.77,792.95,252.86,371.99,5.55,6300.35,6705.64
TXN-12867,2023-09-28,September,Q3,2023,North America,USA,Chicago,Consumer Goods,Customer Support,Electronics,Smart Hub Pro,Enterprise,Partner Channel,9357.88,6560.47,1986.81,1640.22,1212.13,80.66,-910.28,-9.73,8412.98,9357.88
TXN-12868,2023-09-28,September,Q3,2023,North America,USA,San Francisco,Digital Services,Sales,Cloud Infrastructure,Load Balancer Cluster,Mid-Market,Direct Sales,10974.13,3649.72,1474.66,1672.3,125.15,892.18,3285.27,29.94,11531.17,10974.13
TXN-12869,2023-09-28,September,Q3,2023,North America,USA,Chicago,Enterprise Solutions,Marketing,Cloud Infrastructure,Object Storage Multi-Region,Enterprise,Partner Channel,47735.82,17564.8,8738.09,6388.28,3941.69,3039.03,12005.62,25.15,52636.32,47735.82
TXN-12870,2023-09-28,September,Q3,2023,North America,USA,New York,Digital Services,Customer Support,Professional Consulting,24/7 Premium Support,Mid-Market,Direct Sales,4930.56,2193.71,509.15,917.78,151.09,381.2,928.72,18.84,5387.13,4930.56
TXN-12871,2023-09-28,September,Q3,2023,Asia Pacific,India,Mumbai,Digital Services,Sales,Software Services,CyberShield Security,Mid-Market,Reseller Network,41480.61,7012.2,6238.23,6768.61,3294.07,3329.85,18131.72,43.71,41795.6,41480.61
TXN-12872,2023-09-28,September,Q3,2023,North America,USA,San Francisco,Digital Services,Operations,Cloud Infrastructure,Load Balancer Cluster,Consumer,Online Store,39804.24,15928.16,5765.96,6884.68,3070.61,1512.99,9712.45,24.4,43173.87,39804.24
TXN-12873,2023-09-28,September,Q3,2023,Middle East & Africa,UAE,Dubai,Financial Services,Marketing,Software Services,AI Analytics Platform,Mid-Market,Partner Channel,48488.57,12810.77,7713.13,6953.72,6746.09,3731.08,17279.87,35.64,50685.61,48488.57
TXN-12874,2023-09-28,September,Q3,2023,Europe,Germany,Frankfurt,Financial Services,Marketing,Professional Consulting,24/7 Premium Support,SMB,Partner Channel,31989.37,15661.66,3398.23,5218.44,1956.56,1715.8,5995.24,18.74,33834.23,31989.37
TXN-12875,2023-09-28,September,Q3,2023,Europe,Netherlands,Amsterdam,Digital Services,Customer Support,Software Services,AI Analytics Platform,Enterprise,Online Store,38816.2,10612.16,6442.74,7353.36,733.13,3838.92,10569.02,27.23,42745.27,38816.2
TXN-12876,2023-09-28,September,Q3,2023,Europe,France,Paris,Digital Services,Operations,Software Services,SaaS ERP License,Mid-Market,Direct Sales,26699.1,4828.37,3252.52,3733.44,116.93,2822.73,12062.04,45.18,25460.64,26699.1
TXN-12877,2023-09-28,September,Q3,2023,Asia Pacific,Australia,Sydney,Digital Services,Marketing,Cloud Infrastructure,Object Storage Multi-Region,Mid-Market,Reseller Network,31755.49,11931.13,6034.15,,4398.17,1788.85,6149.98,19.37,29422.13,31755.49
TXN-12878,2023-09-28,September,Q3,2023,Asia Pacific,Singapore,Singapore,Financial Services,Operations,Hardware Systems,Storage Array V2,Mid-Market,Partner Channel,26966.42,18248.09,3274.0,,2686.06,930.98,1070.12,3.97,27350.75,26966.42
TXN-12879,2023-09-28,September,Q3,2023,Europe,France,Paris,Consumer Goods,Operations,Hardware Systems,Storage Array V2,Enterprise,Reseller Network,76586.42,49527.1,11012.75,11664.93,10750.93,2844.92,1536.72,2.01,84722.12,76586.42
TXN-12880,2023-09-28,September,Q3,2023,Asia Pacific,India,Mumbai,Digital Services,Engineering,Software Services,AI Analytics Platform,Consumer,Direct Sales,14329.92,2720.84,1851.1,2462.89,1746.31,1139.84,6155.25,42.95,13217.05,14329.92
TXN-12881,2023-09-28,September,Q3,2023,North America,USA,San Francisco,Consumer Goods,Customer Support,Software Services,CyberShield Security,Enterprise,Reseller Network,24763.75,5419.44,5351.11,,2994.94,1375.1,7926.13,32.01,26773.1,24763.75
TXN-12882,2023-09-28,September,Q3,2023,Europe,Netherlands,Amsterdam,Digital Services,Operations,Electronics,Wireless Headset Pro,Consumer,Direct Sales,7967.6,4422.67,1669.17,1036.35,804.45,268.46,570.95,7.17,8501.24,7967.6
TXN-12883,2023-09-29,September,Q3,2023,Asia Pacific,Singapore,Singapore,Enterprise Solutions,Operations,Professional Consulting,Implementation Services,Enterprise,Direct Sales,21495.86,9672.61,3939.73,3478.39,3094.33,912.76,3492.37,16.25,22640.43,21495.86
TXN-12884,2023-09-29,September,Q3,2023,Latin America,Colombia,Bogota,Financial Services,Marketing,Software Services,CyberShield Security,Enterprise,Direct Sales,38225.33,6801.69,4057.36,6107.52,1987.9,4082.52,17176.24,44.93,34623.26,38225.33
TXN-12885,2023-09-29,September,Q3,2023,North America,Canada,Toronto,Enterprise Solutions,Customer Support,Software Services,Cloud Database Engine,Mid-Market,Reseller Network,15081.78,3611.07,2694.04,2685.53,2236.59,1112.91,4978.23,33.01,14608.77,15081.78
TXN-12886,2023-09-29,September,Q3,2023,Latin America,Brazil,Sao Paulo,Financial Services,Marketing,Software Services,CyberShield Security,Enterprise,Online Store,35465.83,7951.98,7302.29,6625.99,720.14,2865.26,10720.31,30.23,31654.27,35465.83
TXN-12887,2023-09-29,September,Q3,2023,Asia Pacific,Singapore,Singapore,Digital Services,Sales,Cloud Infrastructure,Object Storage Multi-Region,Mid-Market,Online Store,15042.84,5711.25,1786.07,2594.63,1341.93,822.86,4128.03,27.44,14129.44,15042.84
TXN-12888,2023-09-29,September,Q3,2023,Europe,UK,London,Enterprise Solutions,Customer Support,Electronics,4K Display Monitor,Mid-Market,Direct Sales,7302.69,4720.51,1218.79,1087.42,659.91,193.06,82.91,1.14,7349.83,7302.69
TXN-12889,2023-09-29,September,Q3,2023,Europe,Germany,Frankfurt,Consumer Goods,Sales,Hardware Systems,Storage Array V2,Enterprise,Partner Channel,59380.5,32228.99,7099.19,8291.42,6761.24,2106.52,9654.38,16.26,61991.68,59380.5
TXN-12890,2023-09-29,September,Q3,2023,europe,France,Paris,Financial Services,Engineering,Cloud Infrastructure,Dedicated Cloud Compute,Mid-Market,Direct Sales,18019.76,7970.14,2093.22,3366.6,1460.7,727.22,3862.58,21.44,19834.01,18019.76
TXN-12891,2023-09-29,September,Q3,2023,Middle East & Africa,South Africa,Johannesburg,Enterprise Solutions,Operations,Hardware Systems,Edge Compute Node,Mid-Market,Online Store,71506.19,36617.32,8030.4,10198.38,3750.77,3862.33,12797.76,17.9,65875.08,71506.19
TXN-12892,2023-09-30,September,Q3,2023,Europe,Germany,Frankfurt,Financial Services,Customer Support,Professional Consulting,Advisory Subscription,Consumer,Online Store,20945.77,11045.48,2294.81,4153.04,1452.71,1122.41,2330.03,11.12,22094.28,20945.77
TXN-12893,2023-09-30,September,Q3,2023,Asia Pacific,India,Mumbai,Financial Services,Engineering,Software Services,AI Analytics Platform,Mid-Market,Partner Channel,288516.2668846133,6497.74,3635.33,3727.54,1693.7,1814.15,7210.31,31.51,22942.2,22885.07
TXN-12894,2023-09-30,September,Q3,2023,Middle East & Africa,Saudi Arabia,Riyadh,Digital Services,Sales,Cloud Infrastructure,Object Storage Multi-Region,Mid-Market,Reseller Network,19226.25,7769.28,3804.95,3710.0,1524.31,890.01,3052.01,15.87,21327.42,19226.25
TXN-12895,2023-09-30,September,Q3,2023,Asia Pacific,Australia,Sydney,Financial Services,Sales,Professional Consulting,Advisory Subscription,Mid-Market,Online Store,4680.73,2480.14,743.41,741.33,199.0,145.19,570.66,12.19,4446.36,4680.73
TXN-12896,2023-09-30,September,Q3,2023,Asia Pacific,Japan,Tokyo,Consumer Goods,Engineering,Professional Consulting,Advisory Subscription,Mid-Market,Reseller Network,7238.84,3919.35,1029.26,1367.56,725.74,403.14,519.53,7.18,7872.4,7238.84
TXN-12897,2023-09-30,September,Q3,2023,Latin America,Colombia,Bogota,Digital Services,Customer Support,Cloud Infrastructure,Load Balancer Cluster,Mid-Market,Direct Sales,20188.18,6889.72,2574.72,3235.45,2741.21,1055.12,6433.17,31.87,19962.62,20188.18
TXN-12898,2023-09-30,September,Q3,2023,Asia Pacific,Japan,Tokyo,Financial Services,Marketing,Software Services,CyberShield Security,SMB,Partner Channel,20300.23,5793.36,4352.89,3082.83,1554.33,1175.92,5895.23,29.04,18972.87,20300.23
TXN-12899,2023-09-30,September,Q3,2023,Asia Pacific,Australia,Sydney,Financial Services,Engineering,Electronics,4K Display Monitor,Enterprise,Partner Channel,6093.44,3722.09,905.89,901.63,768.88,255.88,307.95,5.05,6163.65,6093.44
TXN-12900,2023-09-30,September,Q3,2023,Europe,UK,London,Consumer Goods,Engineering,Software Services,Cloud Database Engine,Enterprise,Direct Sales,14385.51,2526.75,2575.55,2794.75,1646.37,1185.81,5302.65,36.86,14054.24,14385.51
TXN-12901,2023-09-30,September,Q3,2023,Europe,France,Paris,Enterprise Solutions,Engineering,Electronics,Smart Hub Pro,Enterprise,Reseller Network,8546.8,5505.45,968.28,1295.4,1137.2,352.45,425.22,4.98,9018.9,8546.8
TXN-12902,2023-09-30,September,Q3,2023,Europe,Netherlands,Amsterdam,Consumer Goods,Engineering,Electronics,Wireless Headset Pro,SMB,Online Store,9296.94,5783.46,1755.34,1555.88,97.2,164.67,37.59,0.4,8610.43,9296.94
TXN-12903,2023-09-30,September,Q3,2023,Asia Pacific,India,Mumbai,Financial Services,Engineering,Electronics,UltraBook Enterprise,Consumer,Online Store,9417.46,6510.85,1999.22,1423.82,498.74,113.5,-629.93,-6.69,8861.01,9417.46
TXN-12904,2023-09-30,September,Q3,2023,Latin America,Colombia,Bogota,Financial Services,Customer Support,Cloud Infrastructure,Load Balancer Cluster,Enterprise,Online Store,42411.32,14599.46,4400.93,8267.65,2261.88,3134.15,12009.13,28.32,38785.14,42411.32
TXN-12905,2023-09-30,September,Q3,2023,North America,USA,Chicago,Financial Services,Customer Support,Hardware Systems,Server Rack X1,Enterprise,Reseller Network,48821.62,28213.13,7204.6,9319.77,1838.26,2221.51,1862.61,3.82,44007.07,48821.62
TXN-12906,2023-09-30,September,Q3,2023,Middle East & Africa,Saudi Arabia,Riyadh,Financial Services,Operations,Electronics,4K Display Monitor,Enterprise,Direct Sales,7713.04,5221.9,771.97,1084.36,679.79,188.74,446.07,5.78,7448.22,7713.04
TXN-12907,2023-10-01,October,Q4,2023,North America,USA,San Francisco,Digital Services,Customer Support,Electronics,4K Display Monitor,Enterprise,Reseller Network,5677.94,4076.04,941.24,389.41,831.67,67.83,203.42,3.58,6235.24,5677.94
TXN-12908,2023-10-01,October,Q4,2023,Europe,Netherlands,Amsterdam,Consumer Goods,Operations,Electronics,Wireless Headset Pro,Enterprise,Direct Sales,7348.84,4474.61,1362.82,612.64,621.48,181.67,717.1,9.76,7660.68,7348.84
TXN-12909,2023-10-01,October,Q4,2023,Asia Pacific,Australia,Sydney,Enterprise Solutions,Marketing,Electronics,Wireless Headset Pro,Enterprise,Partner Channel,16405.08,9150.37,3515.66,727.46,1133.83,479.39,2532.2,15.44,15494.5,16405.08
TXN-12910,2023-10-01,October,Q4,2023,Europe,France,Paris,Consumer Goods,Marketing,Electronics,UltraBook Enterprise,Mid-Market,Partner Channel,15809.66,9124.06,3290.99,,559.09,598.38,1706.51,10.79,14817.18,15809.66
TXN-12911,2023-10-01,October,Q4,2023,Asia Pacific,Japan,Tokyo,Digital Services,Customer Support,Hardware Systems,Server Rack X1,Enterprise,Partner Channel,16940.91,10017.29,2748.65,909.33,115.51,427.98,2837.66,16.75,15844.72,16940.91
TXN-12912,2023-10-01,October,Q4,2023,Asia Pacific,Australia,Sydney,Enterprise Solutions,Sales,Electronics,Smart Hub Pro,SMB,Partner Channel,9085.49,6436.2,1387.96,636.29,231.06,220.44,404.6,4.45,8477.24,9085.49
TXN-12913,2023-10-01,October,Q4,2023,North America,USA,San Francisco,Digital Services,Sales,Software Services,AI Analytics Platform,SMB,Direct Sales,46799.0,9172.51,4785.27,2396.39,2911.78,2808.55,27636.28,59.05,45782.76,46799.0
