Transaction ID,Date,Month,Quarter,Year,Region,Country,City,Business Unit,Department,Product Category,Product Name,Customer Segment,Sales Channel,Revenue,Cost of Goods Sold (COGS),Operating Expense,Marketing Expense,Discount,Tax,Profit,Profit Margin,Budget,Actual Sales,Gross Profit,Operating Profit,Gross Margin,Budget Variance,Budget Utilization,Total Expense,Cost Ratio
TXN-11009,2023-04-07,April,Q2,2023,North America,Canada,Toronto,Financial Services,Customer Support,Software Services,Cloud Database Engine,Enterprise,Direct Sales,41560.0,11853.81,6743.17,3501.8,2069.74,2396.73,17064.49,41.06,44704.15,41560.0,29706.19,19461.22,71.48,-3144.15,92.97,24495.51,58.94
TXN-11010,2023-04-07,April,Q2,2023,North America,USA,Chicago,Digital Services,Marketing,Cloud Infrastructure,Dedicated Cloud Compute,SMB,Direct Sales,23092.95,10284.72,2452.28,1568.55,292.8,1712.46,7074.94,30.64,24218.13,23092.95,12808.23,8787.4,55.46,-1125.18,95.35,16018.01,69.36
TXN-11011,2023-04-07,April,Q2,2023,Latin America,Mexico,Mexico City,Financial Services,Engineering,Software Services,Cloud Database Engine,Enterprise,Online Store,31574.48,5820.46,3683.73,1772.25,1676.97,2093.1,18204.94,57.66,28973.88,31574.48,25754.02,20298.04,81.57,2600.6,108.98,13369.54,42.34
TXN-11012,2023-04-07,April,Q2,2023,North America,USA,Chicago,Financial Services,Sales,Cloud Infrastructure,Object Storage Multi-Region,Mid-Market,Direct Sales,38346.19,13171.89,4272.73,4320.03,3472.03,2177.33,14404.21,37.56,37606.7,38346.19,25174.3,16581.54,65.65,739.49,101.97,23941.98,62.44
TXN-11013,2023-04-07,April,Q2,2023,Europe,UK,London,Consumer Goods,Marketing,Electronics,Ultrabook Enterprise,Enterprise,Direct Sales,13517.66,9202.17,2967.66,815.37,989.09,139.7,392.76,2.91,13916.05,13517.66,4315.49,532.46,31.92,-398.39,97.14,13124.9,97.09
TXN-11014,2023-04-07,April,Q2,2023,North America,USA,New York,Enterprise Solutions,Customer Support,Software Services,Cybershield Security,Mid-Market,Online Store,40172.04,10486.88,6243.01,4770.37,2749.31,2138.98,16532.8,41.15,44921.87,40172.04,29685.16,18671.78,73.9,-4749.83,89.43,23639.24,58.85
TXN-11015,2023-04-07,April,Q2,2023,North America,USA,San Francisco,Digital Services,Customer Support,Electronics,Smart Hub Pro,Mid-Market,Direct Sales,8884.65,6028.51,1172.61,627.91,357.49,272.83,782.79,8.81,9364.38,8884.65,2856.14,1055.62,32.15,-479.73,94.88,8101.86,91.19
TXN-11016,2023-04-08,April,Q2,2023,Latin America,Mexico,Mexico City,Digital Services,Marketing,Electronics,Smart Hub Pro,SMB,Online Store,3571.76,2559.18,435.5,403.25,111.51,67.73,106.1,2.97,3520.4,3571.76,1012.58,173.83,28.35,51.36,101.46,3465.66,97.03
TXN-11017,2023-04-08,April,Q2,2023,Middle East & Africa,UAE,Dubai,Digital Services,Customer Support,Electronics,Wireless Headset Pro,Mid-Market,Reseller Network,9568.69,6436.4,1057.92,863.34,651.41,349.69,861.34,9.0,9311.97,9568.69,3132.29,1211.03,32.73,256.72,102.76,8707.35,91.0
TXN-11018,2023-04-08,April,Q2,2023,Asia Pacific,Japan,Tokyo,Digital Services,Engineering,Software Services,Ai Analytics Platform,Enterprise,Direct Sales,39348.27,9208.38,5743.98,2863.86,0.0,2131.92,19400.13,49.3,37220.3,39348.27,30139.89,21532.05,76.6,2127.97,105.72,19948.14,50.7
TXN-11019,2023-04-08,April,Q2,2023,Latin America,Brazil,Sao Paulo,Enterprise Solutions,Sales,Hardware Systems,Network Switch 48P,Mid-Market,Online Store,63447.85,33627.06,12535.6,4293.19,4789.6,2433.59,10558.41,16.64,63266.57,63447.85,29820.79,12992.0,47.0,181.28,100.29,52889.44,83.36
TXN-11020,2023-04-08,April,Q2,2023,Europe,Germany,Frankfurt,Financial Services,Operations,Cloud Infrastructure,Dedicated Cloud Compute,Enterprise,Online Store,18227.69,5963.36,3031.99,2048.36,2156.41,1574.2,5609.78,30.78,18590.7,18227.69,12264.33,7183.98,67.28,-363.01,98.05,12617.91,69.22
TXN-11021,2023-04-09,April,Q2,2023,Europe,UK,London,Consumer Goods,Marketing,Electronics,Smart Hub Pro,Enterprise,Direct Sales,10522.44,6773.63,1226.83,1185.67,936.51,317.19,1019.12,9.69,11626.53,10522.44,3748.81,1336.31,35.63,-1104.09,90.5,9503.32,90.31
TXN-11022,2023-04-09,April,Q2,2023,North America,USA,San Francisco,Financial Services,Customer Support,Hardware Systems,Edge Compute Node,Consumer,Online Store,11697.91,5909.7,1633.82,1199.42,505.81,471.3,2483.67,21.23,12496.53,11697.91,5788.21,2954.97,49.48,-798.62,93.61,9214.24,78.77
TXN-11023,2023-04-09,April,Q2,2023,North America,USA,Chicago,Digital Services,Engineering,Hardware Systems,Network Switch 48P,Enterprise,Reseller Network,43849.3,23948.68,7127.81,4147.61,2096.86,1948.2,6677.0,15.23,41242.04,43849.3,19900.62,8625.2,45.38,2607.26,106.32,37172.3,84.77
TXN-11024,2023-04-09,April,Q2,2023,North America,USA,Chicago,Financial Services,Operations,Hardware Systems,Network Switch 48P,SMB,Direct Sales,73456.51,37523.58,15746.14,3534.11,8681.27,2659.29,13993.39,19.05,72229.4,73456.51,35932.93,16652.68,48.92,1227.11,101.7,59463.12,80.95
TXN-11025,2023-04-09,April,Q2,2023,North America,USA,New York,Financial Services,Operations,Cloud Infrastructure,Object Storage Multi-Region,Mid-Market,Direct Sales,28207.88,12297.7,5717.76,2292.78,1007.47,1012.29,6887.35,24.42,31282.0,28207.88,15910.18,7899.64,56.4,-3074.12,90.17,21320.53,75.58
TXN-11026,2023-04-09,April,Q2,2023,North America,Canada,Toronto,Digital Services,Operations,Electronics,Smart Hub Pro,Enterprise,Online Store,9997.0,7132.44,2170.8,965.48,1131.57,94.59,-366.31,-3.66,10610.68,9997.0,2864.56,-271.72,28.65,-613.68,94.22,10363.31,103.66
TXN-11027,2023-04-09,April,Q2,2023,Latin America,Mexico,Mexico City,Digital Services,Engineering,Hardware Systems,Storage Array V2,Mid-Market,Reseller Network,36671.26,19709.82,5675.01,2077.31,2741.55,1922.65,7286.47,19.87,37704.8,36671.26,16961.44,9209.12,46.25,-1033.54,97.26,29384.79,80.13
TXN-11028,2023-04-09,April,Q2,2023,Latin America,Colombia,Bogota,Digital Services,Operations,Hardware Systems,Edge Compute Node,Mid-Market,Partner Channel,77159.18,51584.62,12264.89,3764.06,5398.26,1804.89,7740.72,10.03,79595.15,77159.18,25574.56,9545.61,33.15,-2435.97,96.94,69418.46,89.97
TXN-11029,2023-04-09,April,Q2,2023,Middle East & Africa,UAE,Dubai,Digital Services,Sales,Cloud Infrastructure,Dedicated Cloud Compute,Enterprise,Direct Sales,26512.66,11439.51,4044.67,2263.71,712.53,1425.82,7338.95,27.68,28890.07,26512.66,15073.15,8764.77,56.85,-2377.41,91.77,19173.71,72.32
TXN-11030,2023-04-09,April,Q2,2023,Asia Pacific,Australia,Sydney,Financial Services,Customer Support,Software Services,Cloud Database Engine,Mid-Market,Direct Sales,31985.77,4969.16,5504.03,2932.3,1173.06,3736.68,14843.6,46.41,28500.39,31985.77,27016.61,18580.28,84.46,3485.38,112.23,17142.17,53.59
TXN-11031,2023-04-09,April,Q2,2023,Latin America,Colombia,Bogota,Consumer Goods,Operations,Hardware Systems,Network Switch 48P,SMB,Direct Sales,24244.88,13081.17,5188.31,1267.9,134.42,797.39,3910.11,16.13,24411.06,24244.88,11163.71,4707.5,46.05,-166.18,99.32,20334.77,83.87
TXN-11032,2023-04-10,April,Q2,2023,Latin America,Colombia,Bogota,Financial Services,Operations,Professional Consulting,24/7 Premium Support,Enterprise,Reseller Network,24358.18,11256.27,4424.15,1756.35,417.2,1318.13,5603.28,23.0,26252.78,24358.18,13101.91,6921.41,53.79,-1894.6,92.78,18754.9,77.0
TXN-11033,2023-04-10,April,Q2,2023,Asia Pacific,Japan,Tokyo,Consumer Goods,Marketing,Electronics,Smart Hub Pro,SMB,Online Store,14001.93,9069.93,1618.17,758.19,277.62,367.06,2188.58,15.63,13596.98,14001.93,4932.0,2555.64,35.22,404.95,102.98,11813.35,84.37
TXN-11034,2023-04-10,April,Q2,2023,Asia Pacific,Singapore,Singapore,Digital Services,Operations,Software Services,Cybershield Security,Enterprise,Online Store,32034.19,8297.89,4574.75,2745.51,4372.05,3403.69,13012.35,40.62,29937.22,32034.19,23736.3,16416.04,74.1,2096.97,107.0,19021.84,59.38
TXN-11035,2023-04-10,April,Q2,2023,North America,USA,New York,Consumer Goods,Operations,Electronics,Wireless Headset Pro,Enterprise,Online Store,12820.22,8684.62,2395.13,802.68,43.3,167.39,770.4,6.01,12357.07,12820.22,4135.6,937.79,32.26,463.15,103.75,12049.82,93.99
TXN-11036,2023-04-10,April,Q2,2023,Middle East & Africa,South Africa,Johannesburg,Enterprise Solutions,Customer Support,Software Services,Ai Analytics Platform,Enterprise,Online Store,24442.95,6114.06,3309.3,2803.74,1656.79,1574.85,10641.0,43.53,23366.06,24442.95,18328.89,12215.85,74.99,1076.89,104.61,13801.95,56.47
TXN-11037,2023-04-10,April,Q2,2023,Asia Pacific,Singapore,Singapore,Enterprise Solutions,Operations,Software Services,Ai Analytics Platform,Consumer,Online Store,35988.27,9544.83,5747.04,3730.2,1409.16,1908.73,15057.47,41.84,35341.9,35988.27,26443.44,16966.2,73.48,646.37,101.83,20930.8,58.16
TXN-11038,2023-04-11,April,Q2,2023,Middle East & Africa,South Africa,Johannesburg,Consumer Goods,Marketing,Cloud Infrastructure,Dedicated Cloud Compute,SMB,Partner Channel,42840.06,13481.29,9411.15,4305.97,4721.88,1723.49,13918.16,32.49,41798.59,42840.06,29358.77,15641.65,68.53,1041.47,102.49,28921.9,67.51
TXN-11039,2023-04-11,April,Q2,2023,North America,USA,San Francisco,Consumer Goods,Operations,Professional Consulting,24/7 Premium Support,Enterprise,Online Store,8268.86,3746.58,1766.79,825.33,676.98,289.79,1640.37,19.84,8030.13,8268.86,4522.28,1930.16,54.69,238.73,102.97,6628.49,80.16
TXN-11040,2023-04-11,April,Q2,2023,North America,USA,Chicago,Consumer Goods,Operations,Cloud Infrastructure,Dedicated Cloud Compute,Enterprise,Direct Sales,43940.67,19130.78,9480.24,4696.46,1393.83,1664.36,8968.83,20.41,47850.54,43940.67,24809.89,10633.19,56.46,-3909.87,91.83,34971.84,79.59
TXN-11041,2023-04-11,April,Q2,2023,Latin America,Mexico,Mexico City,Digital Services,Operations,Electronics,Smart Hub Pro,Mid-Market,Online Store,5741.71,3618.44,766.6,232.42,185.73,203.51,920.74,16.04,6115.1,5741.71,2123.27,1124.25,36.98,-373.39,93.89,4820.97,83.96
TXN-11042,2023-04-11,April,Q2,2023,North America,Canada,Toronto,Digital Services,Marketing,Electronics,Smart Hub Pro,SMB,Online Store,14256.04,9481.84,2711.15,1345.72,1618.45,200.31,517.02,3.63,14469.53,14256.04,4774.2,717.33,33.49,-213.49,98.52,13739.02,96.37
TXN-11043,2023-04-11,April,Q2,2023,Latin America,Brazil,Sao Paulo,Enterprise Solutions,Operations,Electronics,4K Display Monitor,Mid-Market,Reseller Network,7519.04,5061.29,1492.13,382.58,796.07,166.07,416.97,5.55,7656.86,7519.04,2457.75,583.04,32.69,-137.82,98.2,7102.07,94.45
TXN-11044,2023-04-11,April,Q2,2023,North America,USA,Chicago,Digital Services,Sales,Professional Consulting,Implementation Services,Mid-Market,Direct Sales,10148.95,4729.27,1592.06,865.01,1074.19,324.29,2638.32,26.0,9127.45,10148.95,5419.68,2962.61,53.4,1021.5,111.19,7510.63,74.0
TXN-11045,2023-04-11,April,Q2,2023,North America,USA,Chicago,Consumer Goods,Customer Support,Electronics,Wireless Headset Pro,Enterprise,Reseller Network,7912.37,4952.16,1532.35,767.91,720.79,247.75,412.2,5.21,7764.74,7912.37,2960.21,659.95,37.41,147.63,101.9,7500.17,94.79
TXN-11046,2023-04-11,April,Q2,2023,Latin America,Colombia,Bogota,Digital Services,Engineering,Hardware Systems,Server Rack X1,Enterprise,Partner Channel,25953.5,14047.27,3546.07,2447.79,3462.41,1232.76,4679.61,18.03,27995.4,25953.5,11906.23,5912.37,45.88,-2041.9,92.71,21273.89,81.97
TXN-11047,2023-04-11,April,Q2,2023,Europe,France,Paris,Enterprise Solutions,Engineering,Cloud Infrastructure,Object Storage Multi-Region,SMB,Online Store,22746.16,8609.65,3310.89,1328.37,2582.3,1729.42,7767.83,34.15,24385.59,22746.16,14136.51,9497.25,62.15,-1639.43,93.28,14978.33,65.85
TXN-11048,2023-04-11,April,Q2,2023,Europe,Netherlands,Amsterdam,Digital Services,Sales,Cloud Infrastructure,Load Balancer Cluster,SMB,Partner Channel,47943.93,17186.5,10191.06,2920.5,4140.53,3080.66,14565.21,30.38,42705.31,47943.93,30757.43,17645.87,64.15,5238.62,112.27,33378.72,69.62
TXN-11049,2023-04-11,April,Q2,2023,Europe,Germany,Frankfurt,Financial Services,Customer Support,Hardware Systems,Network Switch 48P,Mid-Market,Online Store,52176.35,35444.21,6819.55,5029.62,5932.41,1372.4,3510.57,6.73,47135.81,52176.35,16732.14,4882.97,32.07,5040.54,110.69,48665.78,93.27
TXN-11050,2023-04-11,April,Q2,2023,Europe,France,Paris,Financial Services,Marketing,Software Services,Cloud Database Engine,Consumer,Partner Channel,32532.31,9618.9,3919.17,3312.44,1985.3,2204.15,13477.65,41.43,32693.72,32532.31,22913.41,15681.8,70.43,-161.41,99.51,19054.66,58.57
TXN-11051,2023-04-11,April,Q2,2023,North America,USA,Chicago,Enterprise Solutions,Marketing,Electronics,Ultrabook Enterprise,SMB,Online Store,9523.62,5577.75,1428.38,1087.7,809.2,428.46,1001.33,10.51,10442.5,9523.62,3945.87,1429.79,41.43,-918.88,91.2,8522.29,89.49
TXN-11052,2023-04-12,April,Q2,2023,Middle East & Africa,UAE,Dubai,Consumer Goods,Sales,Electronics,Wireless Headset Pro,Enterprise,Reseller Network,13038.96,8824.46,1345.05,1137.4,1381.77,474.64,1257.41,9.64,14435.14,13038.96,4214.5,1732.05,32.32,-1396.18,90.33,11781.55,90.36
TXN-11053,2023-04-12,April,Q2,2023,Middle East & Africa,South Africa,Johannesburg,Financial Services,Operations,Hardware Systems,Network Switch 48P,Enterprise,Direct Sales,76230.08,50848.26,9964.87,5289.21,11250.16,2106.05,8021.69,10.52,76176.22,76230.08,25381.82,10127.74,33.3,53.86,100.07,68208.39,89.48
TXN-11054,2023-04-12,April,Q2,2023,Europe,Netherlands,Amsterdam,Digital Services,Marketing,Software Services,Cybershield Security,Enterprise,Direct Sales,5814.36,1356.56,1229.7,564.26,866.02,551.85,2111.99,36.32,5803.0,5814.36,4457.8,2663.84,76.67,11.36,100.2,3702.37,63.68
TXN-11055,2023-04-12,April,Q2,2023,Europe,UK,London,Enterprise Solutions,Sales,Cloud Infrastructure,Object Storage Multi-Region,Mid-Market,Online Store,37390.92,12958.17,6466.07,2590.49,1091.56,2650.21,12725.98,34.03,35653.11,37390.92,24432.75,15376.19,65.34,1737.81,104.87,24664.94,65.97
TXN-11056,2023-04-12,April,Q2,2023,Latin America,Colombia,Bogota,Financial Services,Customer Support,Hardware Systems,Edge Compute Node,Enterprise,Direct Sales,16928.87,10575.64,2127.57,1943.09,1311.42,532.47,1750.1,10.34,16661.87,16928.87,6353.23,2282.57,37.53,267.0,101.6,15178.77,89.66
TXN-11057,2023-04-13,April,Q2,2023,Asia Pacific,India,Mumbai,Enterprise Solutions,Customer Support,Cloud Infrastructure,Object Storage Multi-Region,Mid-Market,Direct Sales,14366.15,5537.85,1808.81,740.81,699.08,676.35,5602.33,39.0,12847.78,14366.15,8828.3,6278.68,61.45,1518.37,111.82,8763.82,61.0
TXN-11058,2023-04-13,April,Q2,2023,North America,Canada,Toronto,Enterprise Solutions,Customer Support,Software Services,Cybershield Security,SMB,Online Store,32012.85,5054.94,6738.21,3245.78,672.96,2059.95,14913.97,46.59,33119.19,32012.85,26957.91,16973.92,84.21,-1106.34,96.66,17098.88,53.41
TXN-11059,2023-04-13,April,Q2,2023,Middle East & Africa,Saudi Arabia,Riyadh,Digital Services,Marketing,Cloud Infrastructure,Dedicated Cloud Compute,Enterprise,Direct Sales,28636.68,12284.69,3074.83,1646.1,3836.54,1223.8,10407.26,36.34,29527.57,28636.68,16351.99,11631.06,57.1,-890.89,96.98,18229.42,63.66
TXN-11060,2023-04-13,April,Q2,2023,North America,USA,San Francisco,Consumer Goods,Engineering,Cloud Infrastructure,Object Storage Multi-Region,Mid-Market,Direct Sales,10265.21,3982.59,1510.72,709.61,407.06,384.61,3677.68,35.83,9482.66,10265.21,6282.62,4062.29,61.2,782.55,108.25,6587.53,64.17
TXN-11061,2023-04-13,April,Q2,2023,Europe,Netherlands,Amsterdam,Enterprise Solutions,Customer Support,Professional Consulting,24/7 Premium Support,SMB,Online Store,11826.89,5270.58,1651.13,952.36,627.8,709.88,3242.94,27.42,11614.51,11826.89,6556.31,3952.82,55.44,212.38,101.83,8583.95,72.58
TXN-11062,2023-04-14,April,Q2,2023,Asia Pacific,Singapore,Singapore,Financial Services,Sales,Cloud Infrastructure,Dedicated Cloud Compute,Enterprise,Direct Sales,25147.16,9439.54,3368.76,1899.89,1387.28,1894.38,8544.59,33.98,25771.82,25147.16,15707.62,10438.97,62.46,-624.66,97.58,16602.57,66.02
TXN-11063,2023-04-14,April,Q2,2023,Asia Pacific,India,Mumbai,Consumer Goods,Customer Support,Electronics,Ultrabook Enterprise,Consumer,Partner Channel,134453.9475,9223.85,2109.65,1676.93,657.51,441.17,121002.35,90.0,14364.14,14166.24,125230.1,121443.52,93.14,-197.9,98.62,13451.6,10.0
TXN-11064,2023-04-14,April,Q2,2023,North America,USA,New York,Enterprise Solutions,Sales,Software Services,Cloud Database Engine,Enterprise,Online Store,29607.6,7616.21,3148.15,2757.49,251.67,1560.57,14525.18,49.06,27137.7,29607.6,21991.39,16085.75,74.28,2469.9,109.1,15082.42,50.94
TXN-11065,2023-04-14,April,Q2,2023,Asia Pacific,Japan,Tokyo,Enterprise Solutions,Engineering,Electronics,Ultrabook Enterprise,Mid-Market,Direct Sales,11235.09,7656.93,2364.54,975.15,1313.53,188.49,49.98,0.44,10582.04,11235.09,3578.16,238.47,31.85,653.05,106.17,11185.11,99.56
TXN-11066,2023-04-14,April,Q2,2023,North America,USA,San Francisco,Consumer Goods,Customer Support,Software Services,Saas Erp License,Mid-Market,Direct Sales,35334.41,6343.25,6870.05,2065.23,518.95,2828.9,17226.98,48.75,37990.57,35334.41,28991.16,20055.88,82.05,-2656.16,93.01,18107.43,51.25
TXN-11067,2023-04-14,April,Q2,2023,Europe,Netherlands,Amsterdam,Digital Services,Sales,Cloud Infrastructure,Load Balancer Cluster,Mid-Market,Direct Sales,38384.97,13412.94,8200.05,3079.13,2719.19,1860.36,11832.49,30.83,36899.81,38384.97,24972.03,13692.85,65.06,1485.16,104.02,26552.48,69.17
TXN-11068,2023-04-14,April,Q2,2023,Europe,UK,London,Enterprise Solutions,Operations,Software Services,Cybershield Security,Enterprise,Partner Channel,6031.48,1311.84,1001.31,405.21,678.38,548.7,2764.42,45.83,6713.86,6031.48,4719.64,3313.12,78.25,-682.38,89.84,3267.06,54.17
TXN-11069,2023-04-14,April,Q2,2023,Europe,UK,London,Consumer Goods,Operations,Cloud Infrastructure,Object Storage Multi-Region,Enterprise,Partner Channel,24204.39,9223.21,3161.07,2170.72,1625.02,1515.17,8134.22,33.61,26775.52,24204.39,14981.18,9649.39,61.89,-2571.13,90.4,16070.17,66.39
TXN-11070,2023-04-14,April,Q2,2023,Asia Pacific,India,Mumbai,Enterprise Solutions,Sales,Software Services,Cloud Database Engine,SMB,Partner Channel,16337.71,4463.02,1985.69,2095.03,609.69,1085.74,6708.23,41.06,17719.75,16337.71,11874.69,7793.97,72.68,-1382.04,92.2,9629.48,58.94
TXN-11071,2023-04-14,April,Q2,2023,Europe,UK,London,Digital Services,Customer Support,Electronics,4K Display Monitor,Enterprise,Direct Sales,1480.92,1064.47,283.26,103.49,34.72,11.86,17.84,1.2,1492.26,1480.92,416.45,29.7,28.12,-11.34,99.24,1463.08,98.8
TXN-11072,2023-04-14,April,Q2,2023,Middle East & Africa,South Africa,Johannesburg,Consumer Goods,Engineering,Electronics,4K Display Monitor,Consumer,Online Store,14505.98,8018.64,2705.59,1308.05,1491.21,518.31,1955.39,13.48,12919.06,14505.98,6487.34,2473.7,44.72,1586.92,112.28,12550.59,86.52
TXN-11073,2023-04-14,April,Q2,2023,North America,Canada,Toronto,Enterprise Solutions,Engineering,Professional Consulting,Advisory Subscription,Enterprise,Direct Sales,8114.99,3442.99,1174.94,905.3,250.79,425.31,2166.45,26.7,7748.08,8114.99,4672.0,2591.76,57.57,366.91,104.74,5948.54,73.3
TXN-11074,2023-04-14,April,Q2,2023,Asia Pacific,Japan,Tokyo,Digital Services,Operations,Electronics,Ultrabook Enterprise,Consumer,Online Store,3117.62,1858.96,374.55,155.78,372.8,114.56,613.77,19.69,3215.8,3117.62,1258.66,728.33,40.37,-98.18,96.95,2503.85,80.31
TXN-11075,2023-04-14,April,Q2,2023,North America,USA,New York,Digital Services,Operations,Software Services,Cloud Database Engine,Mid-Market,Direct Sales,29688.87,8248.61,3397.91,3319.12,0.0,2072.9,12650.33,42.61,30476.29,29688.87,21440.26,14723.23,72.22,-787.42,97.42,17038.54,57.39
TXN-11076,2023-04-15,April,Q2,2023,Europe,UK,London,Enterprise Solutions,Engineering,Electronics,Smart Hub Pro,Enterprise,Reseller Network,8883.97,6299.7,1076.12,918.26,79.66,253.85,336.04,3.78,9255.3,8883.97,2584.27,589.89,29.09,-371.33,95.99,8547.93,96.22
TXN-11077,2023-04-15,April,Q2,2023,Europe,France,Paris,Consumer Goods,Sales,Software Services,Cybershield Security,Enterprise,Online Store,38061.71,7644.28,4215.56,4297.27,2211.44,3008.99,18895.61,49.64,35361.46,38061.71,30417.43,21904.6,79.92,2700.25,107.64,19166.1,50.36
TXN-11078,2023-04-15,April,Q2,2023,Latin America,Mexico,Mexico City,Financial Services,Operations,Cloud Infrastructure,Load Balancer Cluster,Enterprise,Partner Channel,29351.17,11702.2,4246.78,2807.18,1119.58,1101.57,9493.44,32.34,32505.51,29351.17,17648.97,10595.01,60.13,-3154.34,90.3,19857.73,67.66
TXN-11079,2023-04-15,April,Q2,2023,North America,Canada,Toronto,Enterprise Solutions,Marketing,Professional Consulting,Implementation Services,Enterprise,Reseller Network,18928.29,8610.91,3397.49,1274.09,986.04,1061.18,4584.62,24.22,18064.4,18928.29,10317.38,5645.8,54.51,863.89,104.78,14343.67,75.78
TXN-11080,2023-04-15,April,Q2,2023,North America,Canada,Toronto,Consumer Goods,Operations,Software Services,Saas Erp License,Mid-Market,Partner Channel,25370.97,5392.75,5566.07,1314.5,2255.71,2429.69,10667.96,42.05,26510.93,25370.97,19978.22,13097.65,78.74,-1139.96,95.7,14703.01,57.95
TXN-11081,2023-04-15,April,Q2,2023,Latin America,Brazil,Sao Paulo,Consumer Goods,Marketing,Hardware Systems,Server Rack X1,SMB,Direct Sales,66687.86,39933.82,8818.36,5305.71,6971.65,1456.17,11173.8,16.76,68888.03,66687.86,26754.04,12629.97,40.12,-2200.17,96.81,55514.06,83.24
TXN-11082,2023-04-15,April,Q2,2023,Europe,France,Paris,Digital Services,Marketing,Software Services,Saas Erp License,Enterprise,Direct Sales,30031.22,6955.47,3037.48,2142.37,0.0,3403.22,14492.68,48.26,27897.13,30031.22,23075.75,17895.9,76.84,2134.09,107.65,15538.54,51.74
TXN-11083,2023-04-15,April,Q2,2023,Europe,Netherlands,Amsterdam,Consumer Goods,Engineering,Software Services,Cloud Database Engine,Consumer,Partner Channel,43123.67,11200.24,8853.93,4591.82,1641.97,2375.09,16102.59,37.34,46894.92,43123.67,31923.43,18477.68,74.03,-3771.25,91.96,27021.08,62.66
TXN-11084,2023-04-15,April,Q2,2023,North America,Canada,Toronto,Consumer Goods,Marketing,Software Services,Ai Analytics Platform,Enterprise,Online Store,24193.3,4803.78,5082.09,2231.82,3557.1,1240.12,10835.49,44.79,23579.86,24193.3,19389.52,12075.61,80.14,613.44,102.6,13357.81,55.21
TXN-11085,2023-04-15,April,Q2,2023,Latin America,Brazil,Sao Paulo,Digital Services,Customer Support,Cloud Infrastructure,Load Balancer Cluster,Consumer,Direct Sales,33253.02,14851.27,6623.11,3268.41,942.6,1848.55,6661.68,20.03,32036.48,33253.02,18401.75,8510.23,55.34,1216.54,103.8,26591.34,79.97
TXN-11086,2023-04-15,April,Q2,2023,Europe,Germany,Frankfurt,Digital Services,Engineering,Cloud Infrastructure,Load Balancer Cluster,Mid-Market,Direct Sales,31782.05,12700.21,4307.08,2067.25,593.85,1800.47,10907.04,34.32,35495.44,31782.05,19081.84,12707.51,60.04,-3713.39,89.54,20875.01,65.68
TXN-11087,2023-04-15,April,Q2,2023,North America,USA,San Francisco,Financial Services,Operations,Software Services,Ai Analytics Platform,Consumer,Online Store,39764.64,6197.01,4671.54,2616.61,2060.57,4761.48,21518.0,54.11,35099.78,39764.64,33567.63,26279.48,84.42,4664.86,113.29,18246.64,45.89
TXN-11088,2023-04-15,April,Q2,2023,Asia Pacific,Singapore,Singapore,Enterprise Solutions,Customer Support,Cloud Infrastructure,Object Storage Multi-Region,Mid-Market,Direct Sales,49697.17,17720.36,9190.37,5316.52,7178.65,2018.46,15451.46,31.09,43833.54,49697.17,31976.81,17469.92,64.34,5863.63,113.38,34245.71,68.91
TXN-11089,2023-04-15,April,Q2,2023,Europe,Netherlands,Amsterdam,Financial Services,Engineering,Professional Consulting,24/7 Premium Support,Enterprise,Partner Channel,27303.58,11224.8,5470.6,1801.95,1445.15,1039.39,7766.84,28.45,29500.78,27303.58,16078.78,8806.23,58.89,-2197.2,92.55,19536.74,71.55
TXN-11090,2023-04-15,April,Q2,2023,Europe,Netherlands,Amsterdam,Enterprise Solutions,Sales,Cloud Infrastructure,Dedicated Cloud Compute,Enterprise,Online Store,16901.66,6099.0,2572.83,2004.7,2153.15,1262.76,4962.37,29.36,18478.69,16901.66,10802.66,6225.13,63.91,-1577.03,91.47,11939.29,70.64
TXN-11091,2023-04-15,April,Q2,2023,Asia Pacific,Singapore,Singapore,Digital Services,Engineering,Electronics,Wireless Headset Pro,SMB,Online Store,3617.29,2198.89,499.67,220.32,186.18,120.8,577.61,15.97,3925.37,3617.29,1418.4,698.41,39.21,-308.08,92.15,3039.68,84.03
TXN-11092,2023-04-15,April,Q2,2023,Asia Pacific,India,Mumbai,Digital Services,Customer Support,Electronics,Smart Hub Pro,Enterprise,Direct Sales,14040.78,7879.54,2652.81,986.35,1998.24,427.89,2094.19,14.92,15107.68,14040.78,6161.24,2522.08,43.88,-1066.9,92.94,11946.59,85.08
TXN-11093,2023-04-16,April,Q2,2023,North America,Canada,Toronto,Enterprise Solutions,Customer Support,Professional Consulting,Advisory Subscription,Enterprise,Reseller Network,21813.9,8873.28,2809.02,1909.5,116.49,1600.78,6621.32,30.35,24012.33,21813.9,12940.62,8222.1,59.32,-2198.43,90.84,15192.58,69.65
TXN-11094,2023-04-16,April,Q2,2023,Middle East & Africa,Saudi Arabia,Riyadh,Enterprise Solutions,Sales,Professional Consulting,Advisory Subscription,Mid-Market,Partner Channel,10173.78,4237.05,1947.49,1624.94,881.27,511.64,1852.66,18.21,10257.79,10173.78,5936.73,2364.3,58.35,-84.01,99.18,8321.12,81.79
TXN-11095,2023-04-16,April,Q2,2023,Europe,Netherlands,Amsterdam,Digital Services,Engineering,Software Services,Cloud Database Engine,Enterprise,Online Store,36257.9,5518.52,6499.56,1450.64,342.96,2928.86,19860.32,54.78,39224.8,36257.9,30739.38,22789.18,84.78,-2966.9,92.44,16397.58,45.22
